Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1168616,,7210,178 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,166000,53.506068779246334,-113.63253922789065,POINT (-113.63253922789065 53.506068779246334),100,,,RESIDENTIAL,,
1253962,,9141,155 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,305500,53.526137115721795,-113.58796910029457,POINT (-113.58796910029457 53.526137115721795),100,,,RESIDENTIAL,,
1240738,5,2204,118 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,152500,53.45276524663606,-113.53139026263788,POINT (-113.53139026263788 53.45276524663606),100,,,RESIDENTIAL,,
1104934,,18360,50 STREET NW,Y,2681,EDMONTON ENERGY AND TECHNOLOGY PARK,Dene Ward,566500,53.64719104840068,-113.41975208524255,POINT (-113.41975208524255 53.64719104840068),100,,,RESIDENTIAL,,
1228964,16,18010,98 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,199000,53.534574653926015,-113.63256667086661,POINT (-113.63256667086661 53.534574653926015),100,,,RESIDENTIAL,,
1314582,305,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,182500,53.54094873521212,-113.53361896801161,POINT (-113.53361896801161 53.54094873521212),100,,,RESIDENTIAL,,
1354034,408,10511,19 AVENUE NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,120000,53.447659200085596,-113.50190409199921,POINT (-113.50190409199921 53.447659200085596),100,,,RESIDENTIAL,,
1257641,,134,CENTENNIAL COURT NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,158000,53.54767180705669,-113.61051384692745,POINT (-113.61051384692745 53.54767180705669),100,,,RESIDENTIAL,,
1037894,,2404,96 STREET NW,N,6570,PARSONS INDUSTRIAL,Karhiio Ward,2164500,53.4535761132412,-113.47619809331924,POINT (-113.47619809331924 53.4535761132412),100,,,COMMERCIAL,,
1162114,,18923,86A AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,366000,53.52047150421258,-113.65025475442334,POINT (-113.65025475442334 53.52047150421258),100,,,RESIDENTIAL,,
1128081,,15105,84 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,368000,53.516685358244175,-113.58152891007929,POINT (-113.58152891007929 53.516685358244175),100,,,RESIDENTIAL,,
1043710,601,10045,117 STREET NW,N,1150,OLIVER,O-day'min Ward,120000,53.540051481661735,-113.52261283073618,POINT (-113.52261283073618 53.540051481661735),100,,,RESIDENTIAL,,
1081108,,18408,95A AVENUE NW,Y,4240,LA PERLE,Nakota Isga Ward,307000,53.53049593280337,-113.64071502386834,POINT (-113.64071502386834 53.53049593280337),100,,,RESIDENTIAL,,
1225119,,2033,108 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,326500,53.45147560564677,-113.50437630717971,POINT (-113.50437630717971 53.45147560564677),100,,,RESIDENTIAL,,
1150077,,14003,162 AVENUE NW,N,3470,CARLTON,Anirniq Ward,176000,53.622300659785544,-113.56286041227132,POINT (-113.56286041227132 53.622300659785544),100,,,RESIDENTIAL,,
1233246,,11205,125 STREET NW,N,3240,INGLEWOOD,Anirniq Ward,270500,53.560667483978904,-113.53740594432001,POINT (-113.53740594432001 53.560667483978904),100,,,RESIDENTIAL,,
1032903,,9636,51 AVENUE NW,N,6100,CORONET INDUSTRIAL,papastew Ward,2507000,53.48868981857028,-113.47847313472379,POINT (-113.47847313472379 53.48868981857028),100,,,COMMERCIAL,,
1050491,,14536,37 STREET NW,N,2430,KIRKNESS,Dene Ward,276500,53.60913044010416,-113.39856831828381,POINT (-113.39856831828381 53.60913044010416),100,,,RESIDENTIAL,,
1313410,505,9917,110 STREET NW,N,1150,OLIVER,O-day'min Ward,195000,53.5379825975964,-113.50973998466505,POINT (-113.50973998466505 53.5379825975964),100,,,RESIDENTIAL,,
1087576,,12946,102 STREET NW,N,3260,LAUDERDALE,Anirniq Ward,258500,53.588902000778724,-113.49598670944154,POINT (-113.49598670944154 53.588902000778724),100,,,RESIDENTIAL,,
1169507,,16718,80 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,306500,53.51428184214213,-113.61061384380055,POINT (-113.61061384380055 53.51428184214213),100,,,RESIDENTIAL,,
1310531,,13344,97 STREET NW,N,3390,ROSSLYN,Anirniq Ward,4831000,53.59383654706987,-113.49286676804766,POINT (-113.49286676804766 53.59383654706987),100,,,COMMERCIAL,,
1206531,44,1820,56 STREET NW,N,6460,MEYOKUMIN,Karhiio Ward,169000,53.448883230908606,-113.42620358140772,POINT (-113.42620358140772 53.448883230908606),100,,,RESIDENTIAL,,
1255793,,8744,154 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,317500,53.5208943989459,-113.587312293871,POINT (-113.587312293871 53.5208943989459),100,,,RESIDENTIAL,,
1024629,,18407,66 AVENUE NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,171500,53.50027617582434,-113.6410512830344,POINT (-113.6410512830344 53.50027617582434),100,,,RESIDENTIAL,,
1067057,,103,17 STREET SW,N,6669,ALCES,Sspomitapi Ward,20500,53.43056768613051,-113.36278782868737,POINT (-113.36278782868737 53.43056768613051),100,,,FARMLAND,,
1116383,,7724,155 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,641500,53.510725099527214,-113.58934624225638,POINT (-113.58934624225638 53.510725099527214),100,,,RESIDENTIAL,,
1171594,16,3115,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,198000,53.4628008739653,-113.5375250781339,POINT (-113.5375250781339 53.4628008739653),100,,,RESIDENTIAL,,
1150242,,15910,83 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,313000,53.51704116246653,-113.59723537215793,POINT (-113.59723537215793 53.51704116246653),100,,,RESIDENTIAL,,
1181528,,7708,189 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,331500,53.510820072374074,-113.64908224283525,POINT (-113.64908224283525 53.510820072374074),100,,,RESIDENTIAL,,
1170810,10,1411,MILL WOODS ROAD EAST NW,N,6140,CRAWFORD PLAINS,Sspomitapi Ward,152000,53.44271087730231,-113.40353853627343,POINT (-113.40353853627343 53.44271087730231),100,,,RESIDENTIAL,,
1042316,,,,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,5500,53.48391462034924,-113.57703133208653,POINT (-113.57703133208653 53.48391462034924),100,,,RESIDENTIAL,,
1029941,,6159,38 AVENUE NW,N,6300,HILLVIEW,Karhiio Ward,167000,53.47352139898239,-113.43126694281989,POINT (-113.43126694281989 53.47352139898239),100,,,RESIDENTIAL,,
1192269,,9107,176 AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,329000,53.63820077823939,-113.48023570354368,POINT (-113.48023570354368 53.63820077823939),100,,,RESIDENTIAL,,
1041094,,12245,102 STREET NW,Y,1250,WESTWOOD,O-day'min Ward,306500,53.57807041150555,-113.49502564622185,POINT (-113.49502564622185 53.57807041150555),100,,,RESIDENTIAL,,
1049139,,3335,145 AVENUE NW,Y,2430,KIRKNESS,Dene Ward,350500,53.60744180516064,-113.39229794361476,POINT (-113.39229794361476 53.60744180516064),100,,,RESIDENTIAL,,
1290626,203,17131,63 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,116000,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1308766,406,2908,116A AVENUE NW,N,2660,RUNDLE HEIGHTS,Métis Ward,74500,53.56948140863039,-113.38808091818993,POINT (-113.38808091818993 53.56948140863039),100,,,RESIDENTIAL,,
1124593,13,4403,RIVERBEND ROAD NW,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,200500,53.481562086954206,-113.57882985906069,POINT (-113.57882985906069 53.481562086954206),100,,,RESIDENTIAL,,
1084961,504,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,92500,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1144062,,9927,87 AVENUE NW,N,5480,STRATHCONA,papastew Ward,316500,53.52241533041737,-113.48743044822109,POINT (-113.48743044822109 53.52241533041737),100,,,RESIDENTIAL,,
1314830,603,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,156000,53.54094873521212,-113.53361896801161,POINT (-113.53361896801161 53.54094873521212),100,,,RESIDENTIAL,,
1050061,,14521,37 STREET NW,N,2430,KIRKNESS,Dene Ward,264500,53.60831875452083,-113.39875210576128,POINT (-113.39875210576128 53.60831875452083),100,,,RESIDENTIAL,,
1212596,6,10721,116 STREET NW,N,1180,QUEEN MARY PARK,O-day'min Ward,120500,53.552203149258474,-113.52078031261819,POINT (-113.52078031261819 53.552203149258474),100,,,RESIDENTIAL,,
1327113,,9722,163 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,242000,53.53566439349107,-113.60327432643103,POINT (-113.60327432643103 53.53566439349107),100,,,RESIDENTIAL,,
1071471,,256,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,pihêsiwin Ward,4824000,53.449123701360435,-113.61737785977468,POINT (-113.61737785977468 53.449123701360435),100,,,RESIDENTIAL,,
1125327,,15005,84 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,357500,53.516684503345665,-113.57986127223805,POINT (-113.57986127223805 53.516684503345665),100,,,RESIDENTIAL,,
1258326,,9016,153 STREET NW,N,4230,JASPER PARK,sipiwiyiniwak Ward,374000,53.5237011917439,-113.58555529718848,POINT (-113.58555529718848 53.5237011917439),100,,,RESIDENTIAL,,
1235191,1806,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,168000,53.52349868842615,-113.4938707529589,POINT (-113.4938707529589 53.52349868842615),100,,,RESIDENTIAL,,
1221589,,20414,107 AVENUE NW,N,4650,WINTERBURN INDUSTRIAL AREA EAST,Nakota Isga Ward,224500,53.5518316717951,-113.67243085683972,POINT (-113.67243085683972 53.5518316717951),100,,,COMMERCIAL,,
1158708,,16107,80 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,370500,53.5134948781715,-113.60031361639093,POINT (-113.60031361639093 53.5134948781715),100,,,RESIDENTIAL,,
1141936,,7115,187A STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,404500,53.50473859957235,-113.64636644769351,POINT (-113.64636644769351 53.50473859957235),100,,,RESIDENTIAL,,
1317379,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540144793026066,-113.52725484458843,POINT (-113.52725484458843 53.540144793026066),100,,,RESIDENTIAL,,
1212851,701,11826,100 AVENUE NW,N,1150,OLIVER,O-day'min Ward,976000,53.53994990978465,-113.52629261997346,POINT (-113.52629261997346 53.53994990978465),100,,,RESIDENTIAL,,
1112242,,15101,74 AVENUE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,613500,53.50700522470951,-113.58169726776315,POINT (-113.58169726776315 53.50700522470951),100,,,RESIDENTIAL,,
1262807,201,14916,26 STREET NW,N,2280,FRASER,Dene Ward,58000,53.61197346411985,-113.37948128519791,POINT (-113.37948128519791 53.61197346411985),100,,,RESIDENTIAL,,
1319854,308,10136,160 STREET NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,92500,53.54205923616651,-113.59691253943544,POINT (-113.59691253943544 53.54205923616651),100,,,RESIDENTIAL,,
1204809,12,1904,48 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,166000,53.45079162276295,-113.41519713427994,POINT (-113.41519713427994 53.45079162276295),100,,,RESIDENTIAL,,
1027705,60,3812,20 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,156500,53.451763204171534,-113.40079628987434,POINT (-113.40079628987434 53.451763204171534),100,,,RESIDENTIAL,,
1160043,,6504,31 AVENUE NW,N,6720,TAWA,Karhiio Ward,5500,53.46258664170228,-113.43295299988064,POINT (-113.43295299988064 53.46258664170228),100,,,COMMERCIAL,,
1095116,,217,HEAGLE CRESCENT NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,474000,53.462197387948954,-113.59842761843127,POINT (-113.59842761843127 53.462197387948954),100,,,RESIDENTIAL,,
1291970,302,17115,63 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,114500,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1089176,,2911,139 AVENUE NW,N,2320,HAIRSINE,Dene Ward,160500,53.60190206576207,-113.38760910168453,POINT (-113.38760910168453 53.60190206576207),100,,,RESIDENTIAL,,
1152404,,16107,84 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,329500,53.51749599604701,-113.6005964340546,POINT (-113.6005964340546 53.51749599604701),100,,,RESIDENTIAL,,
1146448,,7908,157A STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,384500,53.51316605992357,-113.59418828234266,POINT (-113.59418828234266 53.51316605992357),100,,,RESIDENTIAL,,
1328327,107,1415,LAKEWOOD ROAD WEST NW,N,6750,TIPASKAN,Karhiio Ward,82000,53.459615025790406,-113.46047676059418,POINT (-113.46047676059418 53.459615025790406),100,,,RESIDENTIAL,,
1131440,,18803,72 AVENUE NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,342000,53.50507678286931,-113.64870503101844,POINT (-113.64870503101844 53.50507678286931),100,,,RESIDENTIAL,,
1224583,,10807,20A AVENUE NW,Y,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,337500,53.4514761277712,-113.50728555222068,POINT (-113.50728555222068 53.4514761277712),100,,,RESIDENTIAL,,
1293091,,9916,152 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,325500,53.53824722577255,-113.58377937055516,POINT (-113.58377937055516 53.53824722577255),100,,,RESIDENTIAL,,
1047760,,15236,71 STREET NW,Y,2410,KILKENNY,tastawiyiniwak Ward,337500,53.61523051663105,-113.44819939873919,POINT (-113.44819939873919 53.61523051663105),100,,,RESIDENTIAL,,
1084763,301,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,92000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1091602,,4,PATRICIA CRESCENT NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,470500,53.51069892862893,-113.60612843098224,POINT (-113.60612843098224 53.51069892862893),100,,,RESIDENTIAL,,
1048685,,7276,152B AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,310500,53.614742557200636,-113.45303562092155,POINT (-113.45303562092155 53.614742557200636),100,,,RESIDENTIAL,,
1156512,,16003,83 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,330500,53.5165779547982,-113.59880259867218,POINT (-113.59880259867218 53.5165779547982),100,,,RESIDENTIAL,,
1313758,805,9917,110 STREET NW,N,1150,OLIVER,O-day'min Ward,222500,53.5379825975964,-113.50973998466505,POINT (-113.50973998466505 53.5379825975964),100,,,RESIDENTIAL,,
1260157,,9021,153 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,282500,53.523771114621944,-113.58457260824885,POINT (-113.58457260824885 53.523771114621944),100,,,RESIDENTIAL,,
1015908,,10447,16 AVENUE NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,420000,53.446081988784634,-113.49675529609527,POINT (-113.49675529609527 53.446081988784634),100,,,RESIDENTIAL,,
1246123,404,1628,48 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,98000,53.446066561734504,-113.41424184432313,POINT (-113.41424184432313 53.446066561734504),100,,,RESIDENTIAL,,
1179548,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1039577,,5415,22 AVENUE NW,Y,6460,MEYOKUMIN,Karhiio Ward,295500,53.45263101217893,-113.42567936310742,POINT (-113.42567936310742 53.45263101217893),100,,,RESIDENTIAL,,
1294271,22,14620,26 STREET NW,N,2280,FRASER,Dene Ward,148500,53.61091518216906,-113.38007816065196,POINT (-113.38007816065196 53.61091518216906),100,,,RESIDENTIAL,,
1045095,,732,SADDLEBACK ROAD NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,251500,53.45479607423237,-113.5266530899039,POINT (-113.5266530899039 53.45479607423237),100,,,RESIDENTIAL,,
1154673,24,3221,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,214000,53.463969140466915,-113.53755902168045,POINT (-113.53755902168045 53.463969140466915),100,,,RESIDENTIAL,,
1123975,10,10032,113 STREET NW,N,1150,OLIVER,O-day'min Ward,224500,53.53987246314568,-113.5163150837986,POINT (-113.5163150837986 53.53987246314568),100,,,RESIDENTIAL,,
1297159,506,12841,65 STREET NW,N,2080,BELVEDERE,Dene Ward,57000,53.58718248293548,-113.4408550973522,POINT (-113.4408550973522 53.58718248293548),100,,,RESIDENTIAL,,
1226000,,1916,108 STREET NW,Y,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,388500,53.450237529376786,-113.50814499402192,POINT (-113.50814499402192 53.450237529376786),100,,,RESIDENTIAL,,
1264480,307,14808,26 STREET NW,N,2280,FRASER,Dene Ward,85500,53.61197346411985,-113.37948128519791,POINT (-113.37948128519791 53.61197346411985),100,,,RESIDENTIAL,,
1275999,,9251,156 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,253000,53.52820250473706,-113.58980956078118,POINT (-113.58980956078118 53.52820250473706),100,,,RESIDENTIAL,,
1268978,,8922,150 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,262000,53.52198091943969,-113.58028580223616,POINT (-113.58028580223616 53.52198091943969),100,,,RESIDENTIAL,,
1060029,2,1415,62 STREET NW,N,6670,SAKAW,Karhiio Ward,140000,53.44375019658075,-113.43118122134344,POINT (-113.43118122134344 53.44375019658075),100,,,RESIDENTIAL,,
1130095,,8212,154 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,402000,53.51597505259673,-113.58678167423562,POINT (-113.58678167423562 53.51597505259673),100,,,RESIDENTIAL,,
1046242,,15248,74 STREET NW,Y,2410,KILKENNY,tastawiyiniwak Ward,351000,53.61502919004535,-113.45625044879624,POINT (-113.45625044879624 53.61502919004535),100,,,RESIDENTIAL,,
1097203,,17804,93 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,437000,53.64063149525331,-113.4848887410029,POINT (-113.4848887410029 53.64063149525331),100,,,RESIDENTIAL,,
1117571,,10820,209 STREET NW,N,4650,WINTERBURN INDUSTRIAL AREA EAST,Nakota Isga Ward,1085500,53.55417420085767,-113.68058699133569,POINT (-113.68058699133569 53.55417420085767),100,,,COMMERCIAL,,
1168673,,294,HEATH ROAD NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,553500,53.4628578020166,-113.60057767710269,POINT (-113.60057767710269 53.4628578020166),100,,,RESIDENTIAL,,
1129386,,7347,188 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,308000,53.50844031509545,-113.64824365275352,POINT (-113.64824365275352 53.50844031509545),100,,,RESIDENTIAL,,
1282706,11,2703,79 STREET NW,N,6470,MEYONOHK,Karhiio Ward,112000,53.457748444411344,-113.45252934111195,POINT (-113.45252934111195 53.457748444411344),100,,,RESIDENTIAL,,
1121425,,8411,152 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,376500,53.51716120550184,-113.58211540407626,POINT (-113.58211540407626 53.51716120550184),100,,,RESIDENTIAL,,
1319516,4,8325,ROWLAND ROAD NW,N,6230,FOREST HEIGHTS,Métis Ward,291000,53.549675280475824,-113.4566867392889,POINT (-113.4566867392889 53.549675280475824),100,,,RESIDENTIAL,,
1301100,,9341,151 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,283000,53.5296777415888,-113.58105608563474,POINT (-113.58105608563474 53.5296777415888),100,,,RESIDENTIAL,,
1292564,107,10920,124 STREET NW,N,3440,WESTMOUNT,O-day'min Ward,100000,53.55464333928575,-113.53641811401415,POINT (-113.53641811401415 53.55464333928575),100,,,RESIDENTIAL,,
1243930,,9321,169 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,332000,53.52990581425103,-113.61352945362376,POINT (-113.61352945362376 53.52990581425103),100,,,RESIDENTIAL,,
1142470,,7004,190 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,340500,53.50391600484685,-113.65184404221976,POINT (-113.65184404221976 53.50391600484685),100,,,RESIDENTIAL,,
1044163,1106,10045,117 STREET NW,N,1150,OLIVER,O-day'min Ward,159000,53.540051481661735,-113.52261283073618,POINT (-113.52261283073618 53.540051481661735),100,,,RESIDENTIAL,,
1087527,,7816,158 STREET NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,446000,53.51113846827486,-113.59363418788541,POINT (-113.59363418788541 53.51113846827486),100,,,RESIDENTIAL,,
1120492,,15101,87 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,313000,53.519124405424726,-113.58155400763347,POINT (-113.58155400763347 53.519124405424726),100,,,RESIDENTIAL,,
1198621,401,11019,107 STREET NW,N,1030,CENTRAL MCDOUGALL,O-day'min Ward,114500,53.557243868708696,-113.50422788016134,POINT (-113.50422788016134 53.557243868708696),100,,,RESIDENTIAL,,
1318328,,9801,159 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,199500,53.53635586993795,-113.59509071976134,POINT (-113.59509071976134 53.53635586993795),100,,,RESIDENTIAL,,
1072693,,7449,18 STREET NW,N,6690,SOUTHEAST INDUSTRIAL,Sspomitapi Ward,1931500,53.511253009716754,-113.37053622386767,POINT (-113.37053622386767 53.511253009716754),100,,,COMMERCIAL,,
1213065,1802,11826,100 AVENUE NW,N,1150,OLIVER,O-day'min Ward,1011500,53.53994990978465,-113.52629261997346,POINT (-113.52629261997346 53.53994990978465),100,,,RESIDENTIAL,,
1023019,,187,WOLF WILLOW CRESCENT NW,N,4610,WESTRIDGE,sipiwiyiniwak Ward,4000,53.50193015925256,-113.59313432531351,POINT (-113.59313432531351 53.50193015925256),100,,,COMMERCIAL,,
1171545,21,3115,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,213500,53.4628008739653,-113.5375250781339,POINT (-113.5375250781339 53.4628008739653),100,,,RESIDENTIAL,,
1237254,,9710,180 STREET NW,N,4240,LA PERLE,Nakota Isga Ward,157500,53.53319643730433,-113.63255294860032,POINT (-113.63255294860032 53.53319643730433),100,,,RESIDENTIAL,,
1299056,,280,LAGO LINDO CRESCENT NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,338000,53.63115240424393,-113.49077449087903,POINT (-113.49077449087903 53.63115240424393),100,,,RESIDENTIAL,,
1304112,,131,WALKER ROAD NW,Y,4360,OLESKIW,sipiwiyiniwak Ward,503000,53.50017528270133,-113.6071720369697,POINT (-113.6071720369697 53.50017528270133),100,,,RESIDENTIAL,,
1116110,,20903,97 AVENUE NW,N,4485,LEWIS FARMS INDUSTRIAL,Nakota Isga Ward,1028000,53.534587433053666,-113.67792173982119,POINT (-113.67792173982119 53.534587433053666),100,,,RESIDENTIAL,,
1049568,,3320,145 AVENUE NW,Y,2430,KIRKNESS,Dene Ward,353000,53.608771793280724,-113.39266302788904,POINT (-113.39266302788904 53.608771793280724),100,,,RESIDENTIAL,,
1131358,,7216,188 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,361000,53.505779071616935,-113.64901392445401,POINT (-113.64901392445401 53.505779071616935),100,,,RESIDENTIAL,,
1180520,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1024413,,18459,66 AVENUE NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,141500,53.50027617582434,-113.6410512830344,POINT (-113.6410512830344 53.50027617582434),100,,,RESIDENTIAL,,
1159474,28,14511,52 STREET NW,N,2130,CASSELMAN,Dene Ward,148500,53.60752846113511,-113.4187999843079,POINT (-113.4187999843079 53.60752846113511),100,,,RESIDENTIAL,,
